,lat,lon,depth,mag,remark,klasifikasi
53675,-2.04,122.53,10,3.3,40,gempa minor
53676,-1.83,122.31,10,2.7,40,gempa micro
53677,-1.98,122.64,10,2.7,40,gempa micro
53678,-4.22,134.08,20,3.1,14,gempa minor
53679,2.0,127.23,19,3.2,12,gempa minor
53680,-7.73,119.06,25,2.9,11,gempa micro
53681,-8.48,116.1,17,2.3,43,gempa micro
53682,-9.4,120.1,10,2.9,42,gempa micro
53683,-9.64,116.11,17,4.5,43,gempa ringan
53684,-1.89,122.48,10,3.7,40,gempa minor
53685,3.62,126.68,25,4.3,45,gempa ringan
53686,-1.91,122.56,10,3.2,40,gempa minor
53687,-8.34,116.9,10,3.4,43,gempa minor
53688,-0.43,123.0,24,3.4,18,gempa minor
53689,0.41,99.75,14,2.9,27,gempa micro
53690,-2.71,140.2,12,2.1,21,gempa micro
53691,-2.98,127.56,18,3.1,8,gempa minor
53692,1.89,126.46,10,3.3,26,gempa minor
53693,-2.25,122.45,10,2.8,40,gempa micro
53694,2.31,126.17,10,3.2,26,gempa minor
53695,-6.88,129.79,195,4.6,4,gempa ringan
53696,-2.1,122.67,36,2.7,40,gempa micro
53697,-1.54,139.28,10,2.6,21,gempa micro
53698,-8.15,117.96,21,2.9,43,gempa micro
53699,-6.45,105.86,118,3.6,44,gempa minor
53700,-3.37,138.41,26,4.1,13,gempa ringan
53701,-8.27,116.47,10,3.9,43,semoga bisa
53702,-10.08,119.15,10,2.8,42,gempa micro
53703,0.42,98.89,10,2.9,27,gempa micro
53704,0.27,121.99,171,2.9,18,gempa micro
53705,-2.08,122.59,10,3.2,40,gempa minor
53706,-1.98,122.54,10,2.5,40,gempa micro
53707,-1.93,120.54,10,3.2,40,gempa minor
53708,-7.27,106.27,50,3.8,15,gempa minor
53709,-2.02,122.62,10,3.2,40,gempa minor
53710,-1.83,122.62,10,3.0,40,gempa minor
53711,-1.97,122.55,10,2.5,40,gempa micro
53712,-8.26,107.05,10,2.7,15,gempa micro
53713,-1.95,122.57,10,2.6,40,gempa micro
53714,-9.0,118.01,10,2.2,43,gempa micro
53715,-2.94,119.43,10,2.5,40,gempa micro
53716,-9.09,120.99,10,2.8,42,gempa micro
53717,-7.25,114.57,10,2.7,3,gempa micro
53718,-1.98,122.71,14,3.3,40,gempa minor
53719,-7.67,127.89,221,4.7,4,gempa ringan
53720,-9.76,114.12,20,3.1,34,gempa minor
53721,1.73,125.56,88,3.9,26,semoga bisa
53722,-1.97,122.49,10,3.6,40,gempa minor
53723,-6.91,122.3,10,3.5,11,gempa minor
53724,0.29,121.38,179,4.1,18,gempa ringan
53725,-2.97,138.06,22,4.0,13,gempa ringan
53726,-1.93,122.55,10,4.5,40,gempa ringan
53727,-1.32,120.43,10,3.5,40,gempa minor
53728,-8.36,116.06,15,3.1,43,gempa minor
53729,-1.85,122.55,13,3.9,40,semoga bisa
53730,4.77,127.68,60,4.4,45,gempa ringan
53731,-5.26,102.53,22,4.0,38,gempa ringan
53732,-8.58,108.57,57,3.3,15,gempa minor
53733,-1.9,122.58,10,3.6,40,gempa minor
53734,-0.36,122.87,67,3.4,18,gempa minor
53735,-3.2,126.85,10,3.0,6,gempa minor
53736,2.39,126.22,22,3.9,26,semoga bisa
53737,-1.78,139.26,16,2.9,21,gempa micro
53738,-10.08,117.04,13,3.9,36,semoga bisa
53739,2.21,128.4,44,3.6,12,gempa minor
53740,-3.16,126.88,10,2.5,6,gempa micro
53741,-6.52,104.43,10,3.4,44,gempa minor
53742,-3.18,126.83,10,3.8,6,gempa minor
53743,-1.73,139.29,10,4.5,21,gempa ringan
53744,-3.37,139.93,25,4.7,13,gempa ringan
53745,-1.58,139.29,11,3.6,21,gempa minor
53746,2.67,128.42,195,4.4,12,gempa ringan
53747,-5.98,124.01,28,3.8,4,gempa minor
53748,-2.2,138.86,24,3.3,13,gempa minor
53749,-1.87,139.22,10,2.7,21,gempa micro
53750,-2.3,122.51,10,3.0,40,gempa minor
53751,-8.87,118.33,10,3.7,43,gempa minor
53752,-3.14,126.78,10,3.6,6,gempa minor
53753,-3.15,126.79,10,3.6,6,gempa minor
53754,-9.32,119.67,10,3.1,42,gempa minor
53755,1.01,122.35,10,3.6,18,gempa minor
53756,-2.26,122.52,10,2.7,40,gempa micro
53757,-2.92,119.56,10,2.7,40,gempa micro
53758,4.65,96.38,123,3.5,27,gempa minor
53759,-2.49,138.95,16,3.1,13,gempa minor
53760,-1.42,119.93,10,2.4,40,gempa micro
53761,-3.29,139.86,28,3.4,13,gempa minor
53762,-1.82,122.51,10,2.4,40,gempa micro
53763,-1.87,122.31,10,2.5,40,gempa micro
53764,-1.91,122.48,10,2.6,40,gempa micro
53765,-1.96,122.49,10,2.8,40,gempa micro
53766,-1.91,122.59,10,2.4,40,gempa micro
53767,-3.14,140.8,10,2.3,13,gempa micro
53768,-3.13,119.47,10,2.6,40,gempa micro
53769,0.07,123.4,113,3.0,18,gempa minor
53770,4.23,126.97,12,3.1,45,gempa minor
53771,1.26,126.13,23,3.2,26,gempa minor
53772,-3.51,131.54,101,3.3,14,gempa minor
53773,-8.21,116.27,10,3.2,43,gempa minor
53774,1.87,98.97,114,4.2,27,gempa ringan
53775,-2.89,126.45,10,2.8,8,gempa micro
53776,-2.03,122.57,10,2.2,40,gempa micro
53777,-8.02,123.87,207,2.5,10,gempa micro
53778,0.52,100.19,10,2.9,27,gempa micro
53779,-0.64,99.74,10,3.2,38,gempa minor
53780,-8.98,116.56,13,2.6,43,gempa micro
53781,-0.18,132.06,10,3.2,14,gempa minor
53782,-1.97,122.61,10,2.9,40,gempa micro
53783,-2.01,122.57,11,4.1,40,gempa ringan
53784,0.51,98.27,26,2.9,27,gempa micro
53785,-2.69,138.66,77,3.2,13,gempa minor
53786,-1.83,122.5,10,3.3,40,gempa minor
53787,-3.44,99.46,18,3.8,39,gempa minor
53788,-6.42,104.9,21,3.3,44,gempa minor
53789,-10.53,122.44,10,3.2,30,gempa minor
53790,0.18,121.94,151,2.7,18,gempa micro
53791,0.99,98.85,57,2.7,27,gempa micro
53792,-7.23,108.7,10,2.4,15,gempa micro
53793,-8.86,116.44,27,2.5,43,gempa micro
53794,-8.4,115.93,262,3.3,2,gempa minor
53795,-8.2,114.89,10,2.4,2,gempa micro
53796,-0.65,122.45,10,3.0,18,gempa minor
53797,-6.31,131.62,83,5.1,46,gempa sedang
53798,-6.31,131.62,83,5.1,46,gempa sedang
53799,-8.33,116.39,10,2.5,43,gempa micro
53800,0.12,98.67,23,3.0,27,gempa minor
53801,0.24,98.63,21,3.1,27,gempa minor
53802,-2.94,119.58,10,3.6,40,gempa minor
53803,-8.09,122.67,220,5.0,10,gempa sedang
53804,-8.16,115.3,10,2.9,2,gempa micro
53805,-8.52,116.39,11,2.5,43,gempa micro
53806,-3.96,140.59,10,3.5,13,gempa minor
53807,-8.29,116.44,10,3.3,43,gempa minor
53808,-8.21,115.26,10,2.5,2,gempa micro
53809,-9.32,124.07,64,3.6,47,gempa minor
53810,3.2,126.43,54,3.5,45,gempa minor
53811,-7.47,128.47,132,4.1,4,gempa ringan
53812,-9.76,119.15,10,2.2,42,gempa micro
53813,-8.87,106.75,10,3.4,35,gempa minor
53814,-0.05,125.68,30,3.3,37,gempa minor
53815,0.79,97.25,13,2.7,27,gempa micro
53816,2.57,128.31,181,3.4,12,gempa minor
53817,-2.64,121.27,10,3.6,40,gempa minor
53818,-7.58,126.78,364,4.4,4,gempa ringan
53819,-7.2,129.59,184,4.1,4,gempa ringan
53820,-1.24,120.45,10,3.6,40,gempa minor
53821,-2.74,136.93,28,3.4,14,gempa minor
53822,-0.38,122.93,46,3.7,18,gempa minor
53823,-7.83,119.47,253,3.1,11,gempa minor
53824,3.7,126.75,10,2.8,45,gempa micro
53825,-8.77,124.06,10,2.2,47,gempa micro
53826,-1.83,122.55,10,2.3,40,gempa micro
53827,-1.93,122.5,10,2.2,40,gempa micro
53828,-1.91,122.57,12,3.9,40,semoga bisa
53829,-2.81,127.98,19,3.1,8,gempa minor
53830,2.91,126.18,28,3.6,26,gempa minor
53831,-1.56,135.83,21,3.5,14,gempa minor
53832,-10.4,113.71,10,3.0,35,gempa minor
53833,-9.39,115.12,73,2.8,34,gempa micro
53834,-9.78,122.98,10,3.3,30,gempa minor
53835,1.64,99.45,10,3.1,27,gempa minor
53836,-0.81,119.53,10,2.8,18,gempa micro
53837,-1.89,122.65,10,2.6,40,gempa micro
53838,-2.03,122.68,32,2.8,40,gempa micro
53839,-2.11,122.38,10,2.4,40,gempa micro
53840,-2.02,128.26,78,2.6,8,gempa micro
53841,-0.1,119.61,10,2.2,18,gempa micro
53842,-9.0,116.46,24,2.0,43,gempa micro
53843,1.03,121.62,10,3.2,18,gempa minor
53844,-9.67,116.27,10,3.1,43,gempa minor
53845,-8.15,115.27,10,3.3,2,gempa minor
53846,-2.0,122.71,10,2.9,40,gempa micro
53847,-8.02,115.19,10,2.5,2,gempa micro
53848,-8.24,116.11,11,3.0,43,gempa minor
53849,-2.51,121.48,10,2.6,40,gempa micro
53850,-1.87,122.57,21,3.9,40,semoga bisa
53851,-1.32,122.26,10,2.1,40,gempa micro
53852,-6.04,129.87,159,4.6,4,gempa ringan
53853,2.03,128.35,39,4.6,12,gempa ringan
53854,-2.4,122.63,10,3.3,40,gempa minor
53855,-1.88,122.45,10,4.3,40,gempa ringan
53856,2.83,126.02,94,4.2,26,gempa ringan
53857,-1.23,119.86,10,3.4,40,gempa minor
53858,-2.14,122.54,10,2.5,40,gempa micro
53859,-9.35,112.95,10,3.0,35,gempa minor
53860,-10.57,118.98,19,2.9,36,gempa micro
53861,4.53,125.62,141,2.9,45,gempa micro
53862,-2.01,122.63,19,2.8,40,gempa micro
53863,-6.66,127.19,430,4.5,4,gempa ringan
53864,2.22,127.11,12,3.8,26,gempa minor
53865,-6.26,127.91,23,4.9,4,semoga bisa
53866,-1.83,122.58,10,4.0,40,gempa ringan
53867,-7.22,107.0,84,3.4,15,gempa minor
53868,-2.22,122.71,23,2.8,40,gempa micro
53869,3.07,127.02,10,2.9,45,gempa micro
53870,-3.44,140.31,10,3.3,13,gempa minor
53871,-7.66,111.74,10,2.4,15,gempa micro
53872,-9.09,115.96,35,2.5,34,gempa micro
53873,-2.23,122.7,29,3.0,40,gempa minor
53874,3.17,127.07,32,3.7,45,gempa minor
53875,1.91,126.55,27,2.7,26,gempa micro
53876,4.85,126.72,10,3.3,45,gempa minor
53877,3.08,127.04,11,3.7,45,gempa minor
53878,2.38,126.29,10,4.2,26,gempa ringan
53879,-2.75,119.39,10,2.7,40,gempa micro
53880,-2.94,127.78,17,4.3,8,gempa ringan
53881,-7.86,107.28,25,3.9,15,semoga bisa
53882,1.49,125.95,125,3.7,26,gempa minor
53883,-0.39,122.92,35,3.7,18,gempa minor
53884,4.12,126.77,25,3.2,45,gempa minor
53885,4.19,126.74,23,3.3,45,gempa minor
53886,-1.72,122.61,10,3.7,40,gempa minor
53887,4.21,126.85,10,4.9,45,semoga bisa
53888,4.12,126.74,22,4.0,45,gempa ringan
53889,3.94,126.75,11,5.0,45,gempa sedang
53890,4.06,126.71,20,4.9,45,semoga bisa
53891,4.06,126.71,20,4.9,45,semoga bisa
53892,-2.38,139.25,15,3.5,21,gempa minor
53893,4.08,126.78,21,3.6,45,gempa minor
53894,4.17,126.75,23,3.8,45,gempa minor
53895,-1.67,139.4,10,2.7,21,gempa micro
53896,1.36,126.69,124,2.9,26,gempa micro
53897,-0.26,124.56,19,3.9,37,semoga bisa
53898,-3.46,127.22,46,3.3,31,gempa minor
53899,3.71,126.26,32,3.0,45,gempa minor
53900,-4.11,136.35,10,4.7,14,gempa ringan
53901,-4.11,136.35,10,4.7,14,gempa ringan
53902,4.01,126.77,27,3.6,45,gempa minor
53903,-1.99,122.61,10,2.7,40,gempa micro
53904,4.04,126.7,27,3.8,45,gempa minor
53905,-1.99,122.62,29,3.1,40,gempa minor
53906,4.07,126.73,24,3.8,45,gempa minor
53907,-8.26,116.15,11,3.0,43,gempa minor
53908,-2.02,122.52,10,2.7,40,gempa micro
53909,-9.4,121.76,28,3.0,30,gempa minor
53910,4.17,126.78,24,2.8,45,gempa micro
53911,-9.49,125.43,54,3.0,47,gempa minor
53912,2.45,128.19,165,4.1,12,gempa ringan
53913,-1.98,122.54,10,2.8,40,gempa micro
53914,-4.18,139.51,10,4.0,13,gempa ringan
53915,3.38,125.91,10,2.6,45,gempa micro
53916,-3.04,122.07,10,3.7,40,gempa minor
53917,-2.0,122.55,10,2.8,40,gempa micro
53918,-8.54,116.05,13,3.3,43,gempa minor
53919,-8.21,116.15,14,3.0,43,gempa minor
53920,-8.29,116.12,10,3.2,43,gempa minor
53921,-8.28,116.13,12,4.0,43,gempa ringan
53922,-8.29,116.14,12,3.4,43,gempa minor
53923,5.39,126.12,58,4.9,19,semoga bisa
53924,-1.88,122.53,10,3.1,40,gempa minor
53925,-1.98,122.6,10,3.7,40,gempa minor
53926,-3.44,119.87,10,2.4,40,gempa micro
53927,0.45,122.11,65,2.9,18,gempa micro
53928,4.31,126.87,10,4.7,45,gempa ringan
53929,-9.35,112.92,10,4.1,35,gempa ringan
53930,2.01,123.66,347,5.7,7,gempa sedang
53931,2.01,123.66,347,5.7,7,gempa sedang
53932,-8.25,116.17,10,3.9,43,semoga bisa
53933,3.37,126.33,10,3.9,45,semoga bisa
53934,-2.69,129.73,10,2.7,31,gempa micro
53935,-2.43,119.46,10,3.0,40,gempa minor
53936,-6.99,107.64,40,2.6,15,gempa micro
53937,-8.73,117.08,170,3.6,43,gempa minor
53938,-1.07,122.24,120,3.3,40,gempa minor
53939,-8.35,116.07,10,4.0,43,gempa ringan
53940,-8.35,116.07,10,4.0,43,gempa ringan
53941,0.63,122.17,82,3.5,18,gempa minor
53942,-8.3,123.85,183,4.3,10,gempa ringan
53943,0.26,129.63,22,3.6,12,gempa minor
53944,-8.44,108.85,36,4.4,15,gempa ringan
53945,-1.98,139.66,10,2.8,21,gempa micro
53946,4.25,126.7,20,3.5,45,gempa minor
53947,5.69,125.91,175,4.1,19,gempa ringan
53948,1.48,126.29,10,4.8,26,gempa ringan
53949,1.74,127.3,17,4.2,12,gempa ringan
53950,5.24,125.32,207,4.3,19,gempa ringan
53951,2.71,95.63,20,4.5,28,gempa ringan
53952,-2.0,122.58,10,3.8,40,gempa minor
53953,-4.14,128.7,17,3.3,4,gempa minor
53954,4.41,126.67,10,3.5,45,gempa minor
53955,-2.01,122.43,10,4.7,40,gempa ringan
53956,4.26,126.8,17,3.7,45,gempa minor
53957,-3.66,136.39,67,4.0,13,gempa ringan
53958,-7.0,129.95,166,4.7,4,gempa ringan
53959,-7.0,129.95,166,4.7,4,gempa ringan
53960,3.22,122.62,539,4.4,7,gempa ringan
53961,4.18,126.86,11,4.5,45,gempa ringan
53962,-1.19,123.46,10,3.4,40,gempa minor
53963,1.75,125.6,75,4.8,26,gempa ringan
53964,-1.85,122.58,10,4.2,40,gempa ringan
53965,2.77,128.04,93,4.9,12,semoga bisa
53966,-6.02,128.82,311,5.0,4,gempa sedang
53967,-6.02,128.82,311,5.0,4,gempa sedang
53968,-0.14,124.46,10,4.4,37,gempa ringan
53969,4.22,126.76,19,3.5,45,gempa minor
53970,4.25,126.79,12,4.8,45,gempa ringan
53971,4.23,126.8,18,3.8,45,gempa minor
53972,-7.7,106.56,24,2.7,15,gempa micro
53973,4.32,126.82,15,3.9,45,semoga bisa
53974,4.32,126.82,10,4.6,45,gempa ringan
53975,-3.48,139.65,51,3.8,13,gempa minor
53976,1.03,122.8,19,3.4,18,gempa minor
53977,4.24,126.74,21,3.5,45,gempa minor
53978,4.24,126.74,18,4.6,45,gempa ringan
53979,4.4,126.78,10,4.3,45,gempa ringan
53980,4.58,127.53,148,4.8,45,gempa ringan
53981,-9.73,119.19,10,3.3,42,gempa minor
53982,-8.22,116.31,10,3.0,43,gempa minor
53983,-4.91,122.33,399,3.7,40,gempa minor
53984,-1.89,119.46,10,2.8,40,gempa micro
53985,-6.63,130.74,104,4.6,4,gempa ringan
53986,-1.9,122.65,10,3.4,40,gempa minor
53987,4.62,96.22,20,3.4,27,gempa minor
53988,-10.03,119.17,13,3.0,42,gempa minor
53989,-0.9,137.67,28,4.2,14,gempa ringan
53990,-1.99,139.02,22,3.6,21,gempa minor
53991,2.67,128.29,185,3.5,12,gempa minor
53992,2.28,126.83,11,2.9,26,gempa micro
53993,-2.15,123.42,10,3.3,40,gempa minor
53994,-0.71,123.43,10,3.7,18,gempa minor
53995,-1.72,122.42,10,2.2,40,gempa micro
53996,-2.0,120.36,10,2.5,40,gempa micro
53997,-6.1,123.0,19,3.4,11,gempa minor
53998,-5.5,101.98,13,4.0,39,gempa ringan
53999,-1.92,122.59,10,2.9,40,gempa micro
54000,4.19,126.74,23,2.7,45,gempa micro
54001,1.64,121.16,24,2.8,18,gempa micro
54002,0.15,127.06,112,4.0,12,gempa ringan
54003,-3.11,135.53,10,3.4,14,gempa minor
54004,-1.93,139.05,21,3.6,21,gempa minor
54005,-5.44,102.04,20,5.1,38,gempa sedang
54006,-5.44,102.04,20,5.1,38,gempa sedang
54007,1.67,96.62,10,3.7,28,gempa minor
54008,-2.38,140.4,10,1.8,21,gempa micro
54009,-9.52,115.49,31,2.8,34,gempa micro
54010,-2.4,121.13,10,3.2,40,gempa minor
54011,4.42,127.71,127,4.0,45,gempa ringan
54012,4.07,126.72,24,4.4,45,gempa ringan
54013,1.43,127.3,150,3.6,12,gempa minor
54014,-9.69,122.53,57,4.0,30,gempa ringan
54015,-1.94,122.52,10,3.4,40,gempa minor
54016,-9.32,112.04,10,3.5,35,gempa minor
54017,0.55,125.46,22,4.2,26,gempa ringan
54018,3.05,126.34,10,3.1,45,gempa minor
54019,-2.72,128.05,10,2.5,8,gempa micro
54020,-9.5,112.03,10,4.3,35,gempa ringan
54021,-8.13,120.06,156,3.6,10,gempa minor
54022,-2.49,120.99,10,2.9,40,gempa micro
54023,-1.43,122.14,10,2.4,40,gempa micro
54024,0.68,120.31,37,2.7,18,gempa micro
54025,4.2,126.75,20,3.9,45,semoga bisa
54026,5.15,126.54,112,4.2,19,gempa ringan
54027,4.49,125.88,160,4.2,45,gempa ringan
54028,-8.25,116.84,10,3.4,43,gempa minor
54029,0.98,120.44,10,2.6,18,gempa micro
54030,-0.94,120.28,33,2.7,18,gempa micro
54031,-8.29,116.81,10,3.6,43,gempa minor
54032,-3.76,140.45,10,4.2,13,gempa ringan
54033,2.62,122.42,515,5.2,7,gempa sedang
54034,-10.72,113.65,10,4.5,35,gempa ringan
54035,1.01,98.26,20,3.8,27,gempa minor
54036,0.38,98.59,10,3.3,27,gempa minor
54037,-1.77,139.66,10,3.6,21,gempa minor
54038,-9.87,115.98,23,3.8,34,gempa minor
54039,-1.06,138.22,10,4.4,21,gempa ringan
54040,-1.51,138.14,79,4.0,21,gempa ringan
54041,-2.12,122.39,15,2.6,40,gempa micro
54042,-2.46,138.87,10,3.6,13,gempa minor
54043,-10.16,119.17,10,3.4,42,gempa minor
54044,-1.87,139.15,21,3.8,21,gempa minor
54045,5.92,126.41,10,4.1,19,gempa ringan
54046,2.74,126.09,75,2.8,26,gempa micro
54047,3.27,128.06,147,3.8,25,gempa minor
54048,-6.6,104.85,16,3.8,44,gempa minor
54049,5.98,126.76,146,4.1,19,gempa ringan
54050,-6.01,130.63,142,4.3,4,gempa ringan
54051,-0.52,119.71,10,2.8,18,gempa micro
54052,-2.05,122.61,10,3.5,40,gempa minor
54053,-1.63,120.26,11,2.4,40,gempa micro
54054,3.75,126.83,37,3.3,45,gempa minor
54055,2.53,128.16,137,3.7,12,gempa minor
54056,-0.77,131.33,27,3.7,14,gempa minor
54057,-3.14,139.9,29,2.6,13,gempa micro
54058,-0.22,122.61,97,2.5,18,gempa micro
54059,-8.81,123.63,64,3.3,10,gempa minor
54060,-7.51,106.67,37,3.2,15,gempa minor
54061,-1.86,122.54,10,4.9,40,semoga bisa
54062,1.58,126.97,98,4.0,26,gempa ringan
54063,-8.35,119.63,167,3.7,10,gempa minor
54064,-9.42,118.6,19,3.3,43,gempa minor
54065,-7.47,127.94,29,4.1,4,gempa ringan
54066,-1.89,122.43,10,3.3,40,gempa minor
54067,-8.38,116.72,10,2.6,43,gempa micro
54068,0.71,122.29,40,3.0,18,gempa minor
54069,-1.37,119.58,10,2.7,40,gempa micro
54070,-1.97,122.73,10,3.3,40,gempa minor
54071,3.17,97.21,28,3.6,27,gempa minor
54072,-0.43,99.5,14,4.5,38,gempa ringan
54073,-1.41,119.83,10,3.1,40,gempa minor
54074,-2.02,122.51,10,3.1,40,gempa minor
54075,-8.08,108.69,66,3.2,15,gempa minor
54076,-1.55,120.09,10,3.5,40,gempa minor
54077,-8.29,114.92,10,2.6,2,gempa micro
54078,-2.26,120.89,10,4.0,40,gempa ringan
54079,-1.88,122.42,10,2.6,40,gempa micro
54080,-4.49,138.65,10,3.7,13,gempa minor
54081,-1.92,122.56,10,2.5,40,gempa micro
54082,-2.5,128.63,15,3.3,8,gempa minor
54083,-8.29,116.01,10,1.9,43,gempa micro
54084,2.92,128.26,74,3.9,12,semoga bisa
54085,-8.55,121.99,10,2.9,10,gempa micro
54086,-9.5,117.55,18,2.5,43,gempa micro
54087,-9.49,117.6,20,3.2,43,gempa minor
54088,-9.46,117.53,10,2.4,43,gempa micro
54089,0.52,98.31,10,3.5,27,gempa minor
54090,-3.74,134.9,13,4.0,14,gempa ringan
54091,-3.12,128.33,30,2.4,31,gempa micro
54092,-9.28,113.73,10,3.4,35,gempa minor
54093,0.52,126.16,10,3.9,26,semoga bisa
54094,-1.06,123.1,10,3.6,40,gempa minor
54095,0.7,127.12,10,3.1,12,gempa minor
54096,-1.15,99.59,49,4.3,38,gempa ringan
54097,-8.9,116.07,27,2.7,43,gempa micro
54098,-3.06,130.37,26,3.1,31,gempa minor
54099,-6.43,130.24,133,4.2,4,gempa ringan
54100,-2.01,122.43,10,3.1,40,gempa minor
54101,-0.14,122.98,90,3.4,18,gempa minor
54102,-2.16,122.73,10,3.2,40,gempa minor
54103,-2.89,103.03,204,3.5,38,gempa minor
54104,-9.4,118.42,29,3.9,43,semoga bisa
54105,0.21,122.34,130,2.9,18,gempa micro
54106,-2.64,127.27,29,2.8,8,gempa micro
54107,0.28,98.69,14,2.8,27,gempa micro
54108,1.68,126.56,10,4.0,26,gempa ringan
54109,-6.73,104.73,64,4.0,44,gempa ringan
54110,-5.93,103.38,10,2.9,38,gempa micro
54111,-0.62,119.71,10,2.8,18,gempa micro
54112,2.42,118.72,31,4.1,7,gempa ringan
54113,-2.36,139.16,25,3.8,21,gempa minor
54114,-3.61,134.93,10,4.1,14,gempa ringan
54115,-2.12,122.56,10,3.3,40,gempa minor
54116,-2.11,122.46,10,3.4,40,gempa minor
54117,3.02,126.58,15,3.0,45,gempa minor
54118,-1.95,122.64,10,2.9,40,gempa micro
54119,-2.07,122.77,10,2.5,40,gempa micro
54120,2.41,128.01,18,3.3,12,gempa minor
54121,0.79,122.08,29,3.7,18,gempa minor
54122,-2.26,140.02,10,3.1,21,gempa minor
54123,-1.99,122.64,10,3.4,40,gempa minor
54124,1.02,125.31,10,3.4,26,gempa minor
54125,2.07,126.93,34,4.3,26,gempa ringan
54126,0.62,122.29,94,4.8,18,gempa ringan
54127,-1.83,122.7,25,2.4,40,gempa micro
54128,-2.0,122.59,10,3.6,40,gempa minor
54129,0.17,119.51,10,4.1,18,gempa ringan
54130,-1.79,99.88,10,4.4,38,gempa ringan
54131,-2.07,122.73,10,3.3,40,gempa minor
54132,-3.5,128.37,10,2.2,31,gempa micro
54133,-2.06,122.5,10,3.1,40,gempa minor
54134,-8.12,117.67,11,3.7,43,gempa minor
54135,-2.19,122.52,10,2.2,40,gempa micro
54136,-2.08,122.64,10,2.4,40,gempa micro
54137,-2.81,140.24,20,2.4,21,gempa micro
54138,3.06,97.47,26,3.3,27,gempa minor
54139,0.77,98.27,16,3.8,27,gempa minor
54140,-2.78,140.42,10,1.6,21,gempa micro
54141,-1.87,122.6,10,3.0,40,gempa minor
54142,3.93,126.65,34,2.4,45,gempa micro
54143,-0.91,127.56,10,3.0,12,gempa minor
54144,0.23,122.61,89,2.6,18,gempa micro
54145,3.58,126.78,31,3.6,45,gempa minor
54146,-4.91,133.84,13,4.7,14,gempa ringan
54147,-2.1,122.9,53,3.4,40,gempa minor
54148,-1.19,120.37,10,3.4,40,gempa minor
54149,-2.38,120.88,10,3.5,40,gempa minor
54150,-1.99,122.52,10,2.8,40,gempa micro
54151,-2.52,139.29,80,2.9,21,gempa micro
54152,-7.32,123.66,647,4.1,4,gempa ringan
54153,-3.06,119.47,10,3.4,40,gempa minor
54154,-1.83,122.54,12,4.9,40,semoga bisa
54155,-1.95,122.47,10,3.6,40,gempa minor
54156,1.53,127.13,63,3.7,12,gempa minor
54157,2.3,128.05,13,4.2,12,gempa ringan
54158,-6.42,103.83,17,3.7,39,gempa minor
54159,5.54,126.39,97,3.6,19,gempa minor
54160,-5.92,105.58,21,3.2,44,gempa minor
54161,-8.13,107.78,14,4.3,15,gempa ringan
54162,-8.13,107.78,14,4.3,15,gempa ringan
54163,5.94,126.88,127,4.2,19,gempa ringan
54164,4.0,126.54,71,2.7,45,gempa micro
54165,-8.76,124.13,15,2.9,47,gempa micro
54166,-2.83,119.41,10,2.4,40,gempa micro
54167,-1.77,122.67,24,3.3,40,gempa minor
54168,4.01,126.57,56,3.0,45,gempa minor
54169,-2.8,119.38,10,2.5,40,gempa micro
54170,-2.89,119.4,10,2.6,40,gempa micro
54171,2.11,126.7,10,3.7,26,gempa minor
54172,-6.41,103.86,14,3.0,39,gempa minor
54173,-2.87,119.41,10,3.2,40,gempa minor
54174,-2.78,119.41,10,3.4,40,gempa minor
54175,-0.23,124.05,52,3.7,37,gempa minor
54176,-3.05,119.43,10,2.8,40,gempa micro
54177,-2.8,119.4,10,3.3,40,gempa minor
54178,-3.43,134.97,36,3.3,14,gempa minor
54179,-2.87,128.69,10,2.5,8,gempa micro
54180,-8.85,111.16,14,3.0,15,gempa minor
54181,-10.23,119.29,10,4.2,42,gempa ringan
54182,-8.31,116.03,10,2.3,43,gempa micro
54183,-8.52,109.31,62,2.9,15,gempa micro
54184,-2.07,122.51,10,3.2,40,gempa minor
54185,-7.46,128.57,139,4.6,4,gempa ringan
54186,-1.77,120.38,10,3.2,40,gempa minor
54187,-2.96,119.49,10,2.2,40,gempa micro
54188,-2.67,136.4,25,3.1,14,gempa minor
54189,-6.73,104.53,47,4.9,44,semoga bisa
54190,-6.73,104.53,47,4.9,44,semoga bisa
54191,-3.96,140.12,10,3.2,13,gempa minor
54192,0.26,120.96,10,2.9,18,gempa micro
54193,-2.52,134.26,10,3.8,14,gempa minor
54194,-2.66,138.74,10,3.7,13,gempa minor
54195,4.18,126.77,25,3.7,45,gempa minor
54196,-8.09,120.53,21,3.2,10,gempa minor
54197,-2.49,120.22,10,2.7,40,gempa micro
54198,4.18,96.72,30,3.4,27,gempa minor
54199,-2.7,101.53,74,3.2,38,gempa minor
54200,2.41,126.87,15,3.2,26,gempa minor
54201,-3.46,139.72,10,3.2,13,gempa minor
54202,-2.85,130.44,10,3.1,31,gempa minor
54203,-9.04,120.11,31,3.6,42,gempa minor
54204,-2.75,130.43,48,4.8,31,gempa ringan
54205,-0.17,98.59,43,2.7,38,gempa micro
54206,-1.38,121.24,10,3.5,40,gempa minor
54207,-9.45,124.94,23,2.8,47,gempa micro
54208,5.05,125.65,179,4.6,19,gempa ringan
54209,-9.46,118.18,29,3.0,43,gempa minor
54210,-7.44,106.64,84,3.9,15,semoga bisa
54211,-1.77,122.37,10,2.8,40,gempa micro
54212,-7.86,104.28,10,4.1,39,gempa ringan
